Saraksts,Partija,Vards,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats
16,Attīstībai/Par!,Elīna Stapulone,Female,Vidzeme,7,1978,Cēsu novada pašvaldība,Domes deputāte
16,Attīstībai/Par!,Agnese Strautiņa,Female,Vidzeme,23,1988,SIA “Rīgas meži”,Nekustamo īpašumu speciāliste
16,Attīstībai/Par!,Miks Strazdiņš,Male,Zemgale,8,1991,Vides aizsardzības un reģionālās attīstības ministrija,Ministra padomnieks sadarbībai ar plašsaziņas līdzekļiem
16,Attīstībai/Par!,Reinis Strolis,Male,Kurzeme,10,1979,Vides aizsardzības un reģionālās attīstības ministrija,Ministra padomnieks
16,Attīstībai/Par!,Mārtiņš Šteins,Male,Rīga,4,1992,Latvijas Republikas Saeima,Deputāts
16,Attīstībai/Par!,Kristaps Tarvids,Male,Zemgale,15,1996,“Laiks Riepam” SIA,Valdes loceklis
16,Attīstībai/Par!,Anta Teivāne,Female,Zemgale,11,1970,Aizkraukles novada kultūras pārvalde,Vadītāja
16,Attīstībai/Par!,Vita Anda Tērauda,Female,Rīga,3,1962,Latvijas Republikas Saeima,"13. Saeimas deputāte, Budžeta un finanšu (nodokļu) komisijas vadītāja, Attīstībai/Par frakcijas vadītāja vietniece"
16,Attīstībai/Par!,Aija Tuvikene,Female,Rīga,24,1990,SIA „Zvērinātu advokātu birojs CersJurkāns”,Juriste
16,Attīstībai/Par!,Luīze Utāne,Female,Vidzeme,27,2001,Ropažu novada pašvaldība,Jaunatnes lietu speciālists
16,Attīstībai/Par!,Raivis Ūzuls,Male,Vidzeme,26,1985,Ogres novada pašvaldība,Izglītības komitejas priekšsēdētājs
16,Attīstībai/Par!,Andris Vaivods,Male,Latgale,4,1960,Līvānu novada pašvaldība,Domes priekšsēdētājs
16,Attīstībai/Par!,Jānis Veide,Male,Zemgale,13,1990,SIA Smartecon,Attīstības vadītājs
16,Attīstībai/Par!,Olga Veilande,Female,Vidzeme,24,1964,Dabas aizsardzības pārvalde,Ģenerāldirektora vietniece resursu pārvaldības jomā
16,Attīstībai/Par!,Dainis Vingris,Male,Zemgale,5,1967,Aizkraukles novada dome,Domes priekšsēdētāja vietnieks
16,Attīstībai/Par!,Pēteris Vinķelis,Male,Latgale,10,1966,Eiropas Parlaments,Deputāta padomnieks
16,Attīstībai/Par!,Viktors Vītums,Male,Rīga,30,1962,DOMENIKSS SIA,Saimniecības un drošības daļas vadītājs
16,Attīstībai/Par!,Inese Voika,Female,Rīga,5,1970,Latvijas Republikas Saeima,Deputāte
16,Attīstībai/Par!,Vita Volonte,Female,Vidzeme,20,1966,Ogres novada pašvaldības administratīvā komisija,Priekšsēdētāja
16,Attīstībai/Par!,Gatis Zamurs,Male,Vidzeme,8,1983,Vides aizsardzības un reģionālās attīstības ministrija,Parlamentārais sekretārs
16,Attīstībai/Par!,Diāna Zande,Female,Rīga,7,1963,SIA “Diānas Zandes psihologu prakse”,"Valdes locekle, klīniskā psiholoģe, Kognitīvi biheiviorālā terapeite"
16,Attīstībai/Par!,Viesturs Zeps,Male,Vidzeme,9,1981,Rīgas Brīvostas Pārvalde,Valdes priekšsēdētājs
16,Attīstībai/Par!,Uldis Zupa,Male,Kurzeme,4,1977,Liepājas Universitāte,"Attīstības direktors, studiju virziena vadītājs, studiju programmas direktors, lektors"
17,"""Apvienība Latvijai""",Ilmārs Ančāns,Male,Vidzeme,13,1940,Pensionārs,
17,"""Apvienība Latvijai""",Jānis Āboliņš,Male,Rīga,3,1976,Maksātnespējas konsultācijas centrs,Valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Jēkabs Āboliņš,Male,Rīga,25,1994,SIA ES HOLDINGS,darbu vadītājs
17,"""Apvienība Latvijai""",Žaks Beernaerts,Male,Rīga,26,1975,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Artūrs Bernis,Male,Rīga,4,1980,"SIA ""Bernis""",valdes loceklis
17,"""Apvienība Latvijai""",Līga Bērziņa,Female,Vidzeme,6,1994,AS Swedbank,IT atbalsta speciālists
17,"""Apvienība Latvijai""",Jurijs Bikuļčs,Male,Latgale,9,1976,"SIA ""EAST WEAR""",auduma griezējs
17,"""Apvienība Latvijai""",Aleksandrs Bogdanovs,Male,Latgale,4,1999,Students,
17,"""Apvienība Latvijai""",Armands Bramanis,Male,Kurzeme,5,2000,Starptautiskā lidosta Rīga,gaisa kuģu apkalpošanas aģents
17,"""Apvienība Latvijai""",Alfrēds Buls,Male,Vidzeme,7,1960,Pensionārs,
17,"""Apvienība Latvijai""",Imants Dambis,Male,Vidzeme,11,1953,"""Salaca 2015""",valdes loceklis
17,"""Apvienība Latvijai""",Alvils Dālbergs,Male,Vidzeme,9,1966,"Sabiedrība ar ierobežotu atbildību ""SJR""",metālapstrādes ceha vadītājs
17,"""Apvienība Latvijai""",Jānis Drande,Male,Zemgale,6,1949,"Jāņa Drandes zemnieku saimniecība ""DRANDES""",īpašnieks
17,"""Apvienība Latvijai""",Kristīne Eglīte,Female,Rīga,17,1987,“LUX VIRIDIA”,valdes priekšsēdētāja
17,"""Apvienība Latvijai""",Zintis Gailis,Male,Rīga,6,1969,POLICISTU VELOBIEDRĪBA,valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Jānis Gaudiešus,Male,Kurzeme,2,1998,"Sabiedrība ar ierobežotu atbildību ""BASK Apsardze""",apsargs
17,"""Apvienība Latvijai""",Ināra Giriča,Female,Rīga,21,1946,Pensionāre,
17,"""Apvienība Latvijai""",Sanita Giriča,Female,Rīga,16,1981,Rīgas 170. pirmsskolas izglītības iestāde,skolotāja palīgs
17,"""Apvienība Latvijai""",Uldis Godainis,Male,Zemgale,1,1955,"SIA ""Synerica""",nodaļas vadītājs
17,"""Apvienība Latvijai""",Arvis Kalējs,Male,Vidzeme,4,1980,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Vilhelms Klincāns,Male,Vidzeme,19,1937,Pensionārs,
17,"""Apvienība Latvijai""",Edgars Klinsons,Male,Rīga,20,1975,"Sabiedrība ar ierobežotu atbildību ""SP4car""",valdes loceklis
17,"""Apvienība Latvijai""",Ričards Kļaviņš,Male,Vidzeme,17,1992,"Akciju sabiedrība ""VALMIERAS STIKLA ŠĶIEDRA""",ražošanas operators
17,"""Apvienība Latvijai""",Raimonds Kokins,Male,Rīga,22,1958,"Automašīnu garāžu īpašnieku kooperatīvā sabiedrība ""PĀRDAUGAVA""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Ineta Kona,Female,Rīga,5,1962,Smārdes pamatskola,psihologs
17,"""Apvienība Latvijai""",Andrējs Krūmiņš,Male,Rīga,18,1953,Partija “Tēvzemes mantojums”,valdes loceklis
17,"""Apvienība Latvijai""",Kārlis Krūmiņš,Male,Rīga,13,1940,"Partija ""Tēvzemes mantojums""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Viola Ķikute,Female,Zemgale,2,1979,"Sabiedrība ar ierobežotu atbildību Firma ""KONSTANTS""",būvdarbu vadītāja palīgs
17,"""Apvienība Latvijai""",Jānis Labrencis,Male,Zemgale,3,1938,Pensionārs,
17,"""Apvienība Latvijai""",Jānis Lapinskis,Male,Rīga,2,1970,Rīgas 47. vidusskola,skolotājs
17,"""Apvienība Latvijai""",Anita Lasmane,Female,Rīga,10,1966,ASA musulmaņu konsultācijas centrs SIA,valdes locekle
17,"""Apvienība Latvijai""",Aldis Lazdiņš,Male,Vidzeme,5,1952,Pensionārs,
17,"""Apvienība Latvijai""",Guntis Lediņš,Male,Vidzeme,20,1984,"Sabiedrība ar ierobežotu atbildību ""AG Building group""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Lolita Leimane,Female,Zemgale,4,1971,Pensionāre,
17,"""Apvienība Latvijai""",Artūrs Leitlands,Male,Vidzeme,2,1991,"Akciju sabiedrība ""VALMIERAS STIKLA ŠĶIEDRA""",ražošanas operators
17,"""Apvienība Latvijai""",Jānis Lesiņš,Male,Kurzeme,6,1988,Starptautiskā lidosta Rīga,Inspektors -patrulētājs
17,"""Apvienība Latvijai""",Jānis Liepa,Male,Rīga,24,1981,"Sabiedrība ar ierobežotu atbildību ""PIRTS LV""",menedžeris
17,"""Apvienība Latvijai""",Egils Matīss Madelis,Male,Kurzeme,3,1946,SIA AHG,Izpilddirektors
17,"""Apvienība Latvijai""",Kristīne Markus,Female,Rīga,19,1987,"Akciju sabiedrība ""INVEKS""",Padomes loceklis
17,"""Apvienība Latvijai""",Marks Medvedevs,Male,Latgale,5,1977,"SIA ""EAST WEAR""",galvenais mehāniķis
17,"""Apvienība Latvijai""",Māris Možvillo,Male,Vidzeme,1,1967,Latvijas republikas Saeima,Deputāts
17,"""Apvienība Latvijai""",Inese Nartiša,Female,Rīga,14,1978,Studente,
17,"""Apvienība Latvijai""",Aleksandrs Novickis,Male,Zemgale,7,1965,Datu valsts inspekcija,drošības pārvaldnieks
17,"""Apvienība Latvijai""",Jānis Olups-Blumanskis,Male,Rīga,15,1977,"LedIsOn, Sabiedrība ar ierobežotu atbildību",Valdes loceklis
17,"""Apvienība Latvijai""",Krišjānis Papiņš,Male,Rīga,28,1980,"Elephant branding, Sabiedrība ar ierobežotu atbildību",Valdes loceklis
17,"""Apvienība Latvijai""",Dace Pavlova,Female,Zemgale,5,1976,Aizkraukles novada pašvaldība,aprūpētāja
17,"""Apvienība Latvijai""",Agita Pavloviča,Female,Latgale,3,1976,Dauvgavpils 7.pirmsskolas izglītības iestāde,pirmsskolas skolotājs
17,"""Apvienība Latvijai""",Oļegs Pavlovičs,Male,Latgale,11,1975,"SIA ""Centennial Industries""",iekārtu montieris
17,"""Apvienība Latvijai""",Marija Petkune,Female,Latgale,10,1968,"SIA ""EAST WEAR""",meistars
17,"""Apvienība Latvijai""",Viktorija Petkune,Female,Latgale,8,1999,Studente,
17,"""Apvienība Latvijai""",Artjoms Prohorenko,Male,Rīga,27,1996,SKANDINAVISKA ENSKILDA BANKEN AB Rīgas filiāle,AML darījumu uzraudzības amatpersona
17,"""Apvienība Latvijai""",Dzintra Putniņa,Female,Rīga,23,1946,Pensionāre,
17,"""Apvienība Latvijai""",Valerijs Radionovs,Male,Rīga,7,1956,"Jubilejas, Dzīvokļu īpašnieku kooperatīvā sabiedrība",Namu pārvaldnieks
17,"""Apvienība Latvijai""",Jānis Riņķis,Male,Rīga,1,1980,"Sabiedrība ar ierobežotu atbildību ""PR Holding""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Guntis Rolis,Male,Kurzeme,1,1961,Portāls www.dunika.lv,Administrators
17,"""Apvienība Latvijai""",Ilze Ruģele,Female,Vidzeme,8,1977,Rīgas rajona tiesa,tiesas sēžu sekretāre
17,"""Apvienība Latvijai""",Gvido Salinieks,Male,Rīga,8,1990,"SIA ""PREfabrica""",ražošanas ceha meistars
17,"""Apvienība Latvijai""",Iveta Samiņa,Female,Kurzeme,4,1982,"KRISTAPS, Sabiedrība ar ierobežotu atbildību Tukuma rajonā",Virtuves vadītājs
17,"""Apvienība Latvijai""",Helmuts Sarva,Male,Vidzeme,18,1993,"SIA ""HODA LV""",ražošanas operators
17,"""Apvienība Latvijai""",Larisa Sergijeviča,Female,Latgale,7,1962,"SIA ""EAST WEAR""",ceha vadītājs
17,"""Apvienība Latvijai""",Paulis Siliņš,Male,Vidzeme,15,1944,Pensionārs,
17,"""Apvienība Latvijai""",Kaspars Skrindževskis,Male,Latgale,6,1986,SIA EKSITO K,direktors
17,"""Apvienība Latvijai""",Liāna Smilktiņa,Female,Vidzeme,14,1955,Pensionāre,
17,"""Apvienība Latvijai""",Jānis Sprukuls,Male,Latgale,12,1964,Bezdarbnieks,
17,"""Apvienība Latvijai""",Aleksandrs Šileiko,Male,Vidzeme,12,1980,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Jurijs Tomass,Male,Vidzeme,10,1972,"Sabiedrība ar ierobežotu atbildību ""Tomsons""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Regīna Veigure,Female,Vidzeme,16,1992,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Jānis Vilnis,Male,Rīga,9,1986,"Sabiedrība ar ierobežotu atbildību ""Rolling""",kārtridžu uzpildes meistars
17,"""Apvienība Latvijai""",Edmunds Visockis,Male,Latgale,2,1975,Latvijas Lauksaimniecības universitāte,pētnieks
17,"""Apvienība Latvijai""",Jānis Vīksna,Male,Vidzeme,3,1962,Students,
17,"""Apvienība Latvijai""",Jānis Zālītis,Male,Rīga,12,1976,AFLEKS Baltic SIA,menedžeris
17,"""Apvienība Latvijai""",Iļja Zļenko,Female,Latgale,1,1995,"Sabiedrība ar ierobežotu atbildību ""YETTI GROUP""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Svītrots *,Male,Rīga,11,,,
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ringolds Arnītis,Male,Vidzeme,9,1967,Latvijas Agronomu biedrība,Prezidents
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristaps Averjanovs,Male,Latgale,11,1990,Zemessardzes 34. Kājnieku bataljons,Kaprālis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Bačkurs,Male,Latgale,13,1997,Krāslavas novada Dagdas jauniešu iniciatīvu centrs,Jauniešu lietu speciālists
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Andris Bačuks,Male,Latgale,7,1987,Balvu un Gulbenes slimnīcu apvienība,Rehabilitācijas speciālists - Fizioterapeits
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,Female,Kurzeme,3,1949,VSIA “Piejūras slimnīca” Psihiatriskā klīnika,Sociālā darbiniece
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Česlavs Batņa,Male,Vidzeme,8,1979,Ādažu vidusskola,Direktors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Bergmanis,Male,Zemgale,8,1962,Aizkraukles novada pašvaldība,Koku ciršanas atļauju izsniegšanas komisijas loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kaspars Bergmanis,Male,Rīga,21,1969,"Rīgas Dome, Īres valde",Valdes priekšsēdētājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,Male,Kurzeme,15,1995,"SIA ""Ēku uzturēšanas serviss""",Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raimonds Bergmanis,Male,Vidzeme,2,1966,Latvijas Republikas Saeima,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gatis Blumbahs,Male,Rīga,12,1983,SIA “Rīgas Austrumu klīniskās universitates slimnīca”,Tehniskās atbalsta daļas vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gundars Bojārs,Male,Vidzeme,29,1967,Sia HiExplorer,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ieva Brante,Female,Rīga,8,1979,Rīgas dome,Deputāte
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Alma Brinkmane,Female,Vidzeme,23,1991,Ādažu vidusskola,Direktora vietniece
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,Male,Kurzeme,14,1989,Arvato Systems Bertelsmann,Vācu klientu speciālists
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Līga Bulmeistere,Female,Latgale,5,1983,Latvijas Republikas Saeima,Tehniskā sekretāre
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,Male,Kurzeme,12,1963,Ventspils novada pašvaldība,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,Male,Kurzeme,6,1973,Liepājas pilsētas pašvaldības administrācija,Domes priekšsēdētāja vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ira Dūduma,Female,Vidzeme,28,1963,Mārupes kultūras nams,Vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,Male,Kurzeme,13,1977,Liepājas Jūrniecības koledža,Direktora vietnieks administratīvajos jautājumos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Dēvijs Elnionis,Male,Rīga,39,1977,“Zvērināta advokāta Dēvija Elnioņa birojs” SIA,"Biroja vadītājs, valdes loceklis"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aigars Evardsons,Male,Rīga,24,1962,Rīgas domes Iekšējo pārbaužu un korupcijas novēršanas nodaļa,Vecākais eksperts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Fomins,Male,Vidzeme,25,1958,Alūksnes novada pašvaldība,Domes deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ella Frīdvalde-Andersone,Female,Vidzeme,7,1969,Cēsu novada pašvaldība,Domes deputāte
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Agnese Geduševa,Female,Vidzeme,5,1984,Ķekavas novada pašvaldība,Domes priekšsēdētāja 1.vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Grasis,Male,Rīga,20,1971,Rīgas Stradiņa universitāte,"Juridiskās fakultātes dekāns, profesors, vadošais pētnieks"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aiga Grasmane,Female,Vidzeme,10,1975,"Biedrība ""Latvijas Meža īpašnieku biedrība""",Izpilddirektore
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gatis Gūtmanis,Male,Rīga,38,1979,AMSERV MOTORS SIA,Automobiļu tirdzniecības menedžeris
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ivars Jakovels,Male,Rīga,33,1981,SIA Miltton Latvia,Vecākais konsultants
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ieva Jākobsone-Bellomi,Female,Rīga,37,1978,"Frenka Dž. Gvarinī Biznesa skola, Džona Kabota Universitāte, Roma, Itālija",Docente (profesore)
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,Male,Kurzeme,8,1989,Dienvidkurzemes novada pašvaldība,Domes priekšsēdētāja vietnieks attīstības jautājumos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Elita Kalniņa,Female,Rīga,31,1964,"Memoriālo muzeju apvienība, Jāņa Akurātera muzejs",Kasiere
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Guntis Kalniņš,Male,Zemgale,12,1964,Gunta Kalniņa zemnieku saimniecība Gravas,Īpašnieks- vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Elita Ernestīne Kazaine,Female,Rīga,26,1969,"Politiskā partija ""Latvijas Reģionu Apvienība""",Biroja vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Eva Kazeka,Female,Vidzeme,24,1977,SIA Evoline,Valdes locekle
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Matīss Kempe,Male,Rīga,30,1989,Rīgas domes Pilsētas attīstības departaments,Arhitektūras un pilsētvides pārvaldes Arhitektu nodaļas vadītāja vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Modris Kempe,Male,Rīga,36,1989,Pašnodarbinātais,
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kārlis Knēziņš,Male,Rīga,18,1978,Prime Realty SIA,Nekustamā īpašuma ekonomists
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Rita Krinberga,Female,Rīga,35,1964,LU Rīgas 1.medicīnas koledža,lektore
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Varis Krūmiņš,Male,Zemgale,6,1961,Tukuma novada Kandavas Bērnu un jaunatnes sporta skola,Direktors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Armands Krūze,Male,Rīga,15,1959,Purvciema attīstības biedrība,Valdes priekšsēdētājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Kučinskis,Male,Kurzeme,1,1961,Latvijas Republikas Saeima,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Kudiņš,Male,Latgale,10,1988,Daugavpils Universitāte,Rektora vietnieks attīstības jautājumos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Rūdolfs Kudļa,Male,Vidzeme,12,1991,Ogres novada pašvaldības dome,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Andris Kulbergs,Male,Rīga,4,1979,VK Development SIA,Valdes Priekšsēdētājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Labinskis,Male,Latgale,6,1957,SIA Medicīnas centrs Saule,Izpilddirektors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivis Landmanis,Male,Kurzeme,5,1970,SIA Ventspils Port Services,Komercdarbības konsultants
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Liepiņš,Male,Rīga,10,1964,Rīgas domes Pilsētas attīstības departaments,Nodaļas vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Lauris Lizbovskis,Male,Rīga,11,1973,Žurnālists,
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ingmārs Līdaka,Male,Zemgale,3,1966,Bauskas novada dome,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Terēza Luksa,Female,Vidzeme,15,1982,SIA TL Candles,Valdes locekle
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Velta Ļubkina,Female,Latgale,8,1956,Rēzeknes Tehnoloģiju akadēmija,"Profesore, doktora studiju programmas Izglītības zinātnē direktore; projektu koordinatore"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Artūrs Mangulis,Male,Vidzeme,11,1971,Ogres novada pašvaldības dome,Reģionālās attīstības jautājumu komitejas priekšsēdētājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Mariss Martinsons,Male,Vidzeme,21,1972,Ādažu novada pašvaldība,Izpilddirektora 1.vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ārija Martukāne,Female,Zemgale,4,1957,"Nodibinājums ""Sociālā atbalsta un izglītības fonds"" Ģimeņu atbalsta centrs ""Terēze""","Vadītāja vietniece, sociālā darba speciāliste"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Linda Matisone,Female,Kurzeme,2,1976,Liepājas Valstspilsētas Dome,Domes deputāte
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Dāvis Melnalksnis,Male,Vidzeme,18,1993,Limbažu novada pašvaldība,Pašvaldības domes deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Deņiss Meļņiks,Male,Rīga,28,1974,Augstskla “ISMA”,Programmas “Mūzikas menedžments” direktors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Sanita Millere,Female,Zemgale,13,1967,SIA “Pils A un S”,Valdes locekle
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jana Muižniece,Female,Rīga,9,1969,Latvijas Reģionu Apvienība,Rīgas nodaļas vadītāja vietniece
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Vairis Nartišs,Male,Rīga,23,1976,VSIA Latvijas Nacionālā opera un balets,Orķestra mūziķis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ulrika Naumova,Female,Rīga,22,1983,Rīgas Stila un modes tehnikums,Direktors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristīne Niedre-Lathere,Female,Kurzeme,9,1977,Liepājas pilsētas izglītības pārvalde,Vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ilze Ortveina,Female,Rīga,2,1972,VSIA Traumatoloģijas un ortopēdijas slimnīca,Galvenā māsa
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Mairita Pauliņa,Female,Zemgale,10,1981,Zemgales plānošanas reģions,Uzņēmējdarbības centra vadītāja
